strategy : Subtree 
runtime : {"algorithm": 26, "total": 7613} 
# ranking start:
fff/v2,mmm/v2,13,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ccc/v2,13,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ddd/v2,9,1,Updated version,previous source: v1 / previous target: v1
ccc/v2,hhh/v2,7,1,Updated version,previous source: v1 / previous target: v1
mmm/v2,sss/v1,6,1,Calling new service,
sss/v1,ttt/v1,3,1,Calling new service,
mmm/v1,ppp/v1,3,1,Removed call,
fff/v2,nnn/v1,3,1,Updated source version,previous source: v1
ddd/v2,lll/v1,3,1,Updated source version,previous source: v1
ddd/v2,kkk/v1,3,1,Calling new service,
hhh/v2,jjj/v1,3,1,Updated source version,previous source: v1
ccc/v2,ggg/v2,3,1,Updated version,previous source: v1 / previous target: v1
bbb/v2,ooo/v1,3,1,Calling new service,
bbb/v1,eee/v1,1,1,Removed call,
mmm/v2,nnn/v1,1,1,Calling existing endpoint,
ppp/v1,rrr/v1,1,1,Removed call,
ppp/v1,qqq/v1,1,1,Removed call,
hhh/v1,iii/v1,1,1,Removed call,
aaa/v1,bbb/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
strategy : SubtreeWithPenalty 
runtime : {"algorithm": 19, "total": 7607} 
# ranking start:
bbb/v2,fff/v2,8,3,Updated version,previous source: v1 / previous target: v1
fff/v2,mmm/v2,6,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ccc/v2,4,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ddd/v2,3,3,Updated version,previous source: v1 / previous target: v1
mmm/v1,ppp/v1,2,3,Removed call,
ccc/v2,hhh/v2,2,3,Updated version,previous source: v1 / previous target: v1
mmm/v2,sss/v1,1,3,Calling new service,
bbb/v1,eee/v1,0,2,Removed call,
mmm/v2,nnn/v1,0,2,Calling existing endpoint,
sss/v1,ttt/v1,0,2,Calling new service,
ppp/v1,rrr/v1,0,2,Removed call,
ppp/v1,qqq/v1,0,2,Removed call,
fff/v2,nnn/v1,0,2,Updated source version,previous source: v1
ddd/v2,lll/v1,0,2,Updated source version,previous source: v1
ddd/v2,kkk/v1,0,2,Calling new service,
hhh/v2,jjj/v1,0,2,Updated source version,previous source: v1
hhh/v1,iii/v1,0,2,Removed call,
ccc/v2,ggg/v2,0,2,Updated version,previous source: v1 / previous target: v1
bbb/v2,ooo/v1,0,2,Calling new service,
aaa/v1,bbb/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
strategy : SubtreeWithUncertaintyPropagationAndPenalty 
runtime : {"algorithm": 21, "total": 7609} 
# ranking start:
bbb/v2,fff/v2,19,3,Updated version,previous source: v1 / previous target: v1
fff/v2,mmm/v2,13,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ccc/v2,13,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ddd/v2,10,1,Updated version,previous source: v1 / previous target: v1
ccc/v2,hhh/v2,7,1,Updated version,previous source: v1 / previous target: v1
mmm/v2,sss/v1,6,1,Calling new service,
sss/v1,ttt/v1,3,1,Calling new service,
mmm/v1,ppp/v1,3,1,Removed call,
fff/v2,nnn/v1,3,1,Updated source version,previous source: v1
ddd/v2,lll/v1,3,1,Updated source version,previous source: v1
ddd/v2,kkk/v1,3,1,Calling new service,
hhh/v2,jjj/v1,3,1,Updated source version,previous source: v1
ccc/v2,ggg/v2,3,1,Updated version,previous source: v1 / previous target: v1
bbb/v2,ooo/v1,3,1,Calling new service,
bbb/v1,eee/v1,1,1,Removed call,
mmm/v2,nnn/v1,1,1,Calling existing endpoint,
ppp/v1,rrr/v1,1,1,Removed call,
ppp/v1,qqq/v1,1,1,Removed call,
hhh/v1,iii/v1,1,1,Removed call,
aaa/v1,bbb/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
strategy : ResponseTimeAnalysis 
runtime : {"algorithm": 81, "total": 7668} 
# ranking start:
ddd/v2,kkk/v1,1,3,Calling new service,
bbb/v2,ddd/v2,1,3,Updated version,previous source: v1 / previous target: v1
bbb/v1,eee/v1,0,3,Removed call,
mmm/v2,nnn/v1,0,3,Calling existing endpoint,
sss/v1,ttt/v1,0,3,Calling new service,
mmm/v2,sss/v1,0,3,Calling new service,
ppp/v1,rrr/v1,0,3,Removed call,
ppp/v1,qqq/v1,0,3,Removed call,
mmm/v1,ppp/v1,0,3,Removed call,
fff/v2,mmm/v2,0,3,Updated version,previous source: v1 / previous target: v1
fff/v2,nnn/v1,0,3,Updated source version,previous source: v1
bbb/v2,fff/v2,0,3,Updated version,previous source: v1 / previous target: v1
ddd/v2,lll/v1,0,3,Updated source version,previous source: v1
hhh/v2,jjj/v1,0,3,Updated source version,previous source: v1
hhh/v1,iii/v1,0,3,Removed call,
ccc/v2,hhh/v2,0,3,Updated version,previous source: v1 / previous target: v1
ccc/v2,ggg/v2,0,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ccc/v2,0,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ooo/v1,0,3,Calling new service,
aaa/v1,bbb/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
strategy : ResponseTimeAnalysisWithPenalty 
runtime : {"algorithm": 75, "total": 7663} 
# ranking start:
ddd/v2,kkk/v1,1,3,Calling new service,
bbb/v2,ddd/v2,1,3,Updated version,previous source: v1 / previous target: v1
bbb/v1,eee/v1,0,3,Removed call,
mmm/v2,nnn/v1,0,3,Calling existing endpoint,
sss/v1,ttt/v1,0,3,Calling new service,
mmm/v2,sss/v1,0,3,Calling new service,
ppp/v1,rrr/v1,0,3,Removed call,
ppp/v1,qqq/v1,0,3,Removed call,
mmm/v1,ppp/v1,0,3,Removed call,
fff/v2,mmm/v2,0,3,Updated version,previous source: v1 / previous target: v1
fff/v2,nnn/v1,0,3,Updated source version,previous source: v1
bbb/v2,fff/v2,0,3,Updated version,previous source: v1 / previous target: v1
ddd/v2,lll/v1,0,3,Updated source version,previous source: v1
hhh/v2,jjj/v1,0,3,Updated source version,previous source: v1
hhh/v1,iii/v1,0,3,Removed call,
ccc/v2,hhh/v2,0,3,Updated version,previous source: v1 / previous target: v1
ccc/v2,ggg/v2,0,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ccc/v2,0,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ooo/v1,0,3,Calling new service,
aaa/v1,bbb/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
strategy : ResponseTimeAnalysisWithUncertaintyAndPenalty 
runtime : {"algorithm": 74, "total": 7661} 
# ranking start:
ddd/v2,kkk/v1,4,3,Calling new service,
bbb/v2,ddd/v2,4,3,Updated version,previous source: v1 / previous target: v1
sss/v1,ttt/v1,3,3,Calling new service,
mmm/v2,sss/v1,3,3,Calling new service,
fff/v2,mmm/v2,3,3,Updated version,previous source: v1 / previous target: v1
fff/v2,nnn/v1,3,3,Updated source version,previous source: v1
bbb/v2,fff/v2,3,3,Updated version,previous source: v1 / previous target: v1
ddd/v2,lll/v1,3,3,Updated source version,previous source: v1
hhh/v2,jjj/v1,3,3,Updated source version,previous source: v1
ccc/v2,hhh/v2,3,3,Updated version,previous source: v1 / previous target: v1
ccc/v2,ggg/v2,3,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ccc/v2,3,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ooo/v1,3,3,Calling new service,
bbb/v1,eee/v1,1,1,Removed call,
mmm/v2,nnn/v1,1,1,Calling existing endpoint,
ppp/v1,rrr/v1,1,1,Removed call,
ppp/v1,qqq/v1,1,1,Removed call,
mmm/v1,ppp/v1,1,1,Removed call,
hhh/v1,iii/v1,1,1,Removed call,
aaa/v1,bbb/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
strategy : HybridWithUncertainty 
runtime : {"algorithm": 80, "total": 7668} 
# ranking start:
bbb/v2,fff/v2,11,3,Updated version,previous source: v1 / previous target: v1
fff/v2,mmm/v2,9,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ccc/v2,7,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ddd/v2,6,3,Updated version,previous source: v1 / previous target: v1
ccc/v2,hhh/v2,5,3,Updated version,previous source: v1 / previous target: v1
mmm/v2,sss/v1,4,3,Calling new service,
ddd/v2,kkk/v1,4,3,Calling new service,
sss/v1,ttt/v1,3,3,Calling new service,
mmm/v1,ppp/v1,3,3,Removed call,
fff/v2,nnn/v1,3,3,Updated source version,previous source: v1
ddd/v2,lll/v1,3,3,Updated source version,previous source: v1
hhh/v2,jjj/v1,3,3,Updated source version,previous source: v1
ccc/v2,ggg/v2,3,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ooo/v1,3,3,Calling new service,
bbb/v1,eee/v1,1,1,Removed call,
mmm/v2,nnn/v1,1,1,Calling existing endpoint,
ppp/v1,rrr/v1,1,1,Removed call,
ppp/v1,qqq/v1,1,1,Removed call,
hhh/v1,iii/v1,1,1,Removed call,
aaa/v1,bbb/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
strategy : HybridWithUncertaintyPropagation 
runtime : {"algorithm": 72, "total": 7659} 
# ranking start:
bbb/v2,fff/v2,19,3,Updated version,previous source: v1 / previous target: v1
fff/v2,mmm/v2,13,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ccc/v2,13,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ddd/v2,10,1,Updated version,previous source: v1 / previous target: v1
ccc/v2,hhh/v2,7,1,Updated version,previous source: v1 / previous target: v1
mmm/v2,sss/v1,6,1,Calling new service,
ddd/v2,kkk/v1,4,1,Calling new service,
sss/v1,ttt/v1,3,1,Calling new service,
mmm/v1,ppp/v1,3,1,Removed call,
fff/v2,nnn/v1,3,1,Updated source version,previous source: v1
ddd/v2,lll/v1,3,1,Updated source version,previous source: v1
hhh/v2,jjj/v1,3,1,Updated source version,previous source: v1
ccc/v2,ggg/v2,3,1,Updated version,previous source: v1 / previous target: v1
bbb/v2,ooo/v1,3,1,Calling new service,
bbb/v1,eee/v1,1,1,Removed call,
mmm/v2,nnn/v1,1,1,Calling existing endpoint,
ppp/v1,rrr/v1,1,1,Removed call,
ppp/v1,qqq/v1,1,1,Removed call,
hhh/v1,iii/v1,1,1,Removed call,
aaa/v1,bbb/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
strategy : HybridWithUncertaintyAndPenalty 
runtime : {"algorithm": 84, "total": 7671} 
# ranking start:
bbb/v2,fff/v2,11,3,Updated version,previous source: v1 / previous target: v1
fff/v2,mmm/v2,9,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ccc/v2,7,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ddd/v2,6,3,Updated version,previous source: v1 / previous target: v1
ccc/v2,hhh/v2,5,3,Updated version,previous source: v1 / previous target: v1
mmm/v2,sss/v1,4,3,Calling new service,
ddd/v2,kkk/v1,4,3,Calling new service,
sss/v1,ttt/v1,3,3,Calling new service,
mmm/v1,ppp/v1,3,3,Removed call,
fff/v2,nnn/v1,3,3,Updated source version,previous source: v1
ddd/v2,lll/v1,3,3,Updated source version,previous source: v1
hhh/v2,jjj/v1,3,3,Updated source version,previous source: v1
ccc/v2,ggg/v2,3,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ooo/v1,3,3,Calling new service,
bbb/v1,eee/v1,1,1,Removed call,
mmm/v2,nnn/v1,1,1,Calling existing endpoint,
ppp/v1,rrr/v1,1,1,Removed call,
ppp/v1,qqq/v1,1,1,Removed call,
hhh/v1,iii/v1,1,1,Removed call,
aaa/v1,bbb/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
strategy : HybridWithUncertaintyPropagationAndPenalty 
runtime : {"algorithm": 97, "total": 7684} 
# ranking start:
bbb/v2,fff/v2,19,3,Updated version,previous source: v1 / previous target: v1
fff/v2,mmm/v2,13,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ccc/v2,13,3,Updated version,previous source: v1 / previous target: v1
bbb/v2,ddd/v2,10,1,Updated version,previous source: v1 / previous target: v1
ccc/v2,hhh/v2,7,1,Updated version,previous source: v1 / previous target: v1
mmm/v2,sss/v1,6,1,Calling new service,
ddd/v2,kkk/v1,4,1,Calling new service,
sss/v1,ttt/v1,3,1,Calling new service,
mmm/v1,ppp/v1,3,1,Removed call,
fff/v2,nnn/v1,3,1,Updated source version,previous source: v1
ddd/v2,lll/v1,3,1,Updated source version,previous source: v1
hhh/v2,jjj/v1,3,1,Updated source version,previous source: v1
ccc/v2,ggg/v2,3,1,Updated version,previous source: v1 / previous target: v1
bbb/v2,ooo/v1,3,1,Calling new service,
bbb/v1,eee/v1,1,1,Removed call,
mmm/v2,nnn/v1,1,1,Calling existing endpoint,
ppp/v1,rrr/v1,1,1,Removed call,
ppp/v1,qqq/v1,1,1,Removed call,
hhh/v1,iii/v1,1,1,Removed call,
aaa/v1,bbb/v2,-1,0,Updated target version,previous target: v1
--------------------------------------------------
